unit_id,timestamp_ms,iso_time,seq,roll_deg,pitch_deg,yaw_deg,mag_hdg,lat,lon,sog_mps,heading_deg,mag_x,mag_y,mag_z,ble1_roll,ble1_pitch,ble1_yaw,ble2_roll,ble2_pitch,ble2_yaw,ble3_roll,ble3_pitch,ble3_yaw,rudder_angle,boom_angle,torso_angle
RED,93751,2026-02-11T10:30:13Z,241,-1.01,0.23,102.64,102.64,28.867640,-13.833180,0.00,,-179.699,-134.428,-28.231,0.00,0.00,0.00,,,,,,,-102.64,,
RED,93966,,242,-0.99,0.19,102.66,102.66,,,0.00,,-155.709,-131.429,16.751,0.00,0.00,0.00,,,,,,,-102.66,,
RED,94137,,243,-0.99,0.19,102.73,102.73,,,0.00,,-146.712,-104.440,43.740,0.00,0.00,0.00,,,,,,,-102.73,,
RED,94309,,244,-1.00,0.18,102.73,102.73,,,0.00,,-152.710,-143.424,13.752,0.00,0.00,0.00,,,,,,,-102.73,,
RED,94479,,245,-1.00,0.17,102.73,102.73,,,0.00,,-173.701,-95.444,-7.239,0.00,0.00,0.00,,,,,,,-102.73,,
RED,94656,2026-02-11T10:30:14Z,246,-0.98,0.20,102.73,102.73,28.867655,-13.833195,0.00,,-176.700,-131.429,49.737,0.00,0.00,0.00,,,,,,,-102.73,,
RED,94834,,247,-0.96,0.22,102.73,102.73,,,0.00,,-179.699,-116.435,-16.236,0.00,0.00,0.00,,,,,,,-102.73,,
RED,95005,,248,-0.99,0.19,102.73,102.73,,,0.00,,-158.708,-146.423,-10.238,0.00,0.00,0.00,,,,,,,-102.73,,
RED,96654,,249,-1.11,0.03,102.82,102.82,,,0.00,,-164.705,-164.416,16.751,0.00,0.00,0.00,,,,,,,-102.82,,
RED,96829,2026-02-11T10:30:16Z,250,-1.07,-0.44,103.66,103.66,28.867668,-13.833155,0.00,,-146.712,-131.429,28.746,0.00,0.00,0.00,,,,,,,-103.66,,
RED,97010,,251,-0.97,-0.13,104.23,104.23,,,0.00,,-152.710,-155.419,22.748,0.00,0.00,0.00,,,,,,,-104.23,,
RED,98171,,252,-0.76,0.04,104.27,104.27,,,0.00,,-155.709,-140.425,43.740,0.00,0.00,0.00,,,,,,,-104.27,,
RED,98351,2026-02-11T10:30:17Z,253,-0.76,0.17,104.78,104.78,28.867668,-13.833119,0.00,,-149.711,-146.423,13.752,0.00,0.00,0.00,,,,,,,-104.78,,
RED,98522,,254,-0.56,0.32,104.67,104.67,,,0.00,,-176.700,-119.434,49.737,0.00,0.00,0.00,,,,,,,-104.67,,
RED,98698,2026-02-11T10:30:18Z,255,-0.72,0.26,104.75,104.75,28.867672,-13.833171,0.00,,-170.703,-128.430,34.744,0.00,0.00,0.00,,,,,,,-104.75,,
RED,98870,,256,-0.73,0.30,104.76,104.76,,,0.00,,-155.709,-152.420,1.757,0.00,0.00,0.00,,,,,,,-104.76,,
RED,99041,,257,-0.88,0.31,104.81,104.81,,,0.00,,-185.697,-128.430,-31.230,0.00,0.00,0.00,,,,,,,-104.81,,
RED,99209,,258,-0.95,0.28,104.83,104.83,,,0.00,,-152.710,-143.424,40.741,0.00,0.00,0.00,,,,,,,-104.83,,
RED,101558,2026-02-11T10:30:20Z,259,-1.07,0.20,104.85,104.85,28.867697,-13.833225,0.00,,-158.708,-170.413,7.755,0.00,0.00,0.00,,,,,,,-104.85,,
RED,101743,2026-02-11T10:30:21Z,260,-1.06,0.20,105.19,105.19,28.867701,-13.833225,0.00,,-155.709,-125.431,46.739,0.00,0.00,0.00,,,,,,,-105.19,,
RED,104414,2026-02-11T10:30:23Z,261,-0.93,0.16,105.20,105.20,28.867701,-13.833254,0.00,,-167.704,-149.422,13.752,,,,-178.93,6.45,-39.33,,,,,-144.53,
RED,104599,2026-02-11T10:30:24Z,262,-0.97,0.19,105.33,105.33,28.867704,-13.833256,0.00,,-152.710,-110.438,76.727,,,,-178.93,6.46,-39.16,,,,,-144.49,
RED,104770,,263,-0.98,0.22,105.34,105.34,,,0.00,,-155.709,-149.422,16.751,,,,-178.94,6.43,-38.44,,,,,-144.20,
RED,106419,,264,-0.98,0.14,105.35,105.35,,,0.00,,-149.711,-155.419,-1.242,,,,-178.93,6.42,-36.97,,,,,-142.33,
RED,106601,2026-02-11T10:30:26Z,265,-0.97,0.15,105.37,105.37,28.867704,-13.833258,0.00,,-176.700,-137.427,19.750,,,,-178.94,6.42,-36.66,,,,,-142.19,
RED,106773,,266,-0.97,0.20,105.37,105.37,,,0.00,,-176.700,-104.440,25.747,,,,-178.96,6.42,-36.50,,,,,-141.96,
RED,106947,,267,-0.96,0.23,105.37,105.37,,,0.00,,-164.705,-131.429,10.753,,,,-178.97,6.43,-35.93,,,,,-141.72,
RED,108594,,268,-1.05,0.07,105.38,105.38,,,0.00,,-170.703,-131.429,7.755,,,,-178.98,6.44,-34.85,,,,,-140.29,
RED,108767,2026-02-11T10:30:28Z,269,-1.00,0.14,105.43,105.43,28.867697,-13.833250,0.00,,-164.705,-158.418,22.748,,,,-178.97,6.44,-34.73,,,,,-140.16,
RED,108939,,270,-0.98,0.16,105.44,105.44,,,0.00,,-134.717,-146.423,-4.241,,,,-178.98,6.44,-34.72,,,,,-140.16,
RED,109116,,271,-0.99,0.15,105.44,105.44,,,0.00,,-182.698,-173.412,19.750,,,,-178.98,6.44,-34.66,,,,,-140.16,
RED,109285,,272,-0.98,0.19,105.48,105.48,,,0.00,,-182.698,-104.440,22.748,,,,-178.98,6.44,-34.53,,,,,-140.01,
RED,109455,,273,-0.99,0.22,105.48,105.48,,,0.00,,-185.697,-140.425,-7.239,,,,-178.98,6.44,-34.29,,,,,-139.77,
RED,109638,2026-02-11T10:30:29Z,274,-1.02,0.23,105.49,105.49,28.867693,-13.833250,0.00,,-200.691,-125.431,58.734,,,,-178.99,6.44,-34.04,,,,,-139.53,
RED,109813,,275,-1.00,0.24,105.50,105.50,,,0.00,,-167.704,-164.416,10.753,,,,-178.98,6.44,-33.90,,,,,-139.40,
RED,109986,,276,-0.99,0.25,105.50,105.50,,,0.00,,-149.711,-119.434,55.735,,,,-178.99,6.44,-33.81,,,,,-139.31,
RED,110154,,277,-1.00,0.20,105.50,105.50,,,0.00,,-179.699,-125.431,10.753,,,,-178.98,6.41,-33.37,,,,,-139.18,
RED,111802,,278,-0.91,0.16,105.50,105.50,,,0.00,,-179.699,-149.422,19.750,,,,-178.98,6.43,-32.73,,,,,-138.23,
RED,111986,2026-02-11T10:30:31Z,279,-0.93,0.18,105.56,105.56,28.867693,-13.833246,0.00,,-155.709,-125.431,40.741,,,,-178.99,6.43,-32.66,,,,,-138.22,
RED,119983,2026-02-11T10:30:39Z,280,-1.01,0.17,105.94,105.94,28.867693,-13.833246,0.00,,-161.706,-161.417,16.751,,,,,,,,,,,,
RED,121496,2026-02-11T10:30:40Z,281,-0.98,0.24,105.94,105.94,28.867693,-13.833246,0.00,,-161.706,-146.423,37.742,-179.41,0.42,-67.93,,,,,,,-173.33,,
RED,121671,2026-02-11T10:30:41Z,282,-1.00,0.25,105.96,105.96,28.867693,-13.833246,0.00,,-191.694,-125.431,19.750,-178.97,0.24,-63.24,,,,,,,-173.91,,
RED,121846,,283,-1.00,0.23,105.96,105.96,,,0.00,,-167.704,-167.414,31.745,-177.46,0.23,-62.23,,,,,,,-167.31,,
RED,122016,,284,-0.97,0.24,105.96,105.96,,,0.00,,-176.700,-119.434,28.746,-176.49,0.34,-60.86,,,,,,,-166.82,,
RED,124591,2026-02-11T10:30:43Z,285,-0.97,0.26,105.97,105.97,28.867693,-13.833246,0.00,,-146.712,-113.436,52.736,-107.73,-63.87,-118.05,-178.99,6.42,-30.39,,,,-167.29,-136.36,
RED,124770,2026-02-11T10:30:44Z,286,-0.93,0.24,106.01,106.01,28.867693,-13.833246,0.00,,-158.708,-149.422,37.742,-34.52,-11.35,147.11,-178.99,6.42,-30.39,,,,41.10,-136.40,
RED,124946,,287,-0.96,0.19,106.01,106.01,,,0.00,,-170.703,-128.430,-22.233,-39.09,5.48,129.89,-178.98,6.41,-30.36,,,,23.88,-136.37,
RED,125116,,288,-0.95,0.15,106.01,106.01,,,0.00,,-155.709,-122.433,1.757,-53.89,11.32,105.16,-178.97,6.41,-30.35,,,,-0.85,-136.36,
RED,125287,,289,-0.99,0.16,106.01,106.01,,,0.00,,-176.700,-137.427,25.747,-69.76,10.18,92.52,-178.97,6.41,-30.34,,,,-13.49,-136.35,
RED,125459,,290,-0.98,0.16,106.01,106.01,,,0.00,,-158.708,-122.433,-4.241,-94.70,-47.26,97.55,-178.96,6.40,-30.31,,,,-20.46,-136.32,
RED,125643,2026-02-11T10:30:45Z,291,-0.97,0.16,106.01,106.01,28.867693,-13.833246,0.00,,-176.700,-125.431,73.728,-121.22,-72.03,126.90,-178.96,6.40,-30.29,,,,20.89,-136.32,
RED,125862,,292,-0.98,0.18,106.01,106.01,,,0.00,,-182.698,-128.430,4.756,127.70,-42.00,-116.95,-178.97,6.40,-30.27,,,,137.04,-136.30,
RED,126037,,293,-0.91,0.15,106.01,106.01,,,0.00,,-146.712,-104.440,46.739,126.39,29.10,-86.68,-178.96,6.41,-30.25,,,,158.38,-136.26,
RED,126211,,294,-0.93,0.12,106.00,106.00,,,0.00,,-164.705,-38.467,142.700,140.25,39.10,-71.04,-178.95,6.41,-30.23,,,,-177.04,-136.23,
RED,126382,,295,-0.94,0.07,106.00,106.00,,,0.00,,-173.701,-143.424,40.741,156.10,39.26,-54.82,-178.95,6.41,-30.22,,,,-160.82,-136.22,
RED,126563,,296,-0.96,0.09,106.00,106.00,,,0.00,,-185.697,-125.431,46.739,-162.56,11.01,-32.41,-178.95,6.42,-30.21,,,,-138.41,-136.21,
RED,126743,2026-02-11T10:30:46Z,297,-0.97,0.11,105.99,105.99,28.867693,-13.833246,0.00,,-170.703,-149.422,1.757,-153.91,-4.51,-32.00,-178.95,6.42,-30.19,,,,-137.99,-136.18,
RED,126916,,298,-0.98,0.07,105.99,105.99,,,0.00,,-134.717,-131.429,37.742,-153.96,-63.96,-34.02,-178.95,6.41,-30.17,,,,-140.01,-136.16,
RED,127086,,299,-0.98,0.13,105.97,105.97,,,0.00,,-158.708,-155.419,-34.228,16.66,-80.84,145.02,-178.95,6.41,-30.15,,,,39.05,-136.14,
RED,127255,,300,-0.97,0.14,105.96,105.96,,,0.00,,-152.710,-122.433,10.753,1.17,-8.89,125.11,-178.95,6.42,-30.14,,,,27.00,-136.10,
RED,127439,,301,-1.00,0.16,105.96,105.96,,,0.00,,-143.714,-149.422,25.747,-15.82,12.34,108.38,-178.95,6.43,-30.12,,,,2.42,-136.09,
RED,127614,2026-02-11T10:30:47Z,302,-1.00,0.19,105.96,105.96,28.867693,-13.833246,0.00,,-182.698,-143.424,31.745,-53.77,0.55,72.29,-178.95,6.43,-30.12,,,,-18.66,-136.08,
RED,127792,,303,-0.99,0.21,105.96,105.96,,,0.00,,-182.698,-128.430,43.740,-67.87,-25.36,58.96,-178.96,6.43,-30.10,,,,-47.00,-136.07,
RED,127962,,304,-0.98,0.22,105.95,105.95,,,0.00,,-152.710,-122.433,16.751,-48.68,-64.37,38.34,-178.96,6.43,-30.09,,,,-53.75,-136.04,
RED,128138,,305,-0.95,0.28,105.94,105.94,,,0.00,,-167.704,-107.439,22.748,43.63,-77.03,-46.10,-178.98,6.44,-30.08,,,,-152.04,-136.02,
RED,128307,,306,-0.93,0.30,105.93,105.93,,,0.00,,-146.712,-158.418,-28.231,96.08,-55.44,-92.88,-178.98,6.44,-30.08,,,,161.19,-136.01,
RED,128484,,307,-0.93,0.26,105.93,105.93,,,0.00,,-158.708,-119.434,31.745,120.29,10.82,-90.36,-178.97,6.45,-30.08,,,,163.71,-136.01,
RED,128660,2026-02-11T10:30:48Z,308,-0.93,0.24,105.93,105.93,28.867693,-13.833246,0.00,,-173.701,-140.425,25.747,129.00,21.85,-85.80,-178.96,6.45,-30.08,,,,168.27,-136.01,
RED,128831,,309,-0.97,0.21,105.93,105.93,,,0.00,,-158.708,-119.434,58.734,-178.22,32.60,-45.87,-178.96,6.45,-30.08,,,,-151.80,-136.01,
RED,129004,,310,-0.98,0.18,105.93,105.93,,,0.00,,-167.704,-143.424,10.753,-158.69,9.05,-37.36,-178.97,6.45,-30.06,,,,-143.29,-136.01,
RED,129181,,311,-0.99,0.15,105.93,105.93,,,0.00,,-179.699,-140.425,7.755,-149.61,-22.89,-37.61,-178.98,6.45,-30.05,,,,-143.41,-135.98,
RED,129355,,312,-0.99,0.19,105.93,105.93,,,0.00,,-149.711,-164.416,7.755,-153.19,-44.81,-35.46,-178.97,6.45,-30.06,,,,-141.39,-135.99,
RED,129526,,313,-1.00,0.20,105.92,105.92,,,0.00,,-152.710,-122.433,-7.239,17.09,-55.63,130.75,-178.97,6.45,-30.05,,,,-136.79,-135.97,
RED,129710,2026-02-11T10:30:49Z,314,-1.00,0.19,105.92,105.92,28.867693,-13.833243,0.00,,-173.701,-119.434,49.737,11.41,-30.23,126.50,-178.97,6.44,-30.05,,,,20.58,-135.97,
RED,129882,,315,-1.02,0.17,105.92,105.92,,,0.00,,-182.698,-143.424,7.755,0.47,4.19,107.12,-178.97,6.44,-30.05,,,,12.10,-135.97,
RED,130058,,316,-1.03,0.23,105.92,105.92,,,0.00,,-179.699,-137.427,22.748,-8.32,12.08,94.16,-178.98,6.43,-30.05,,,,-11.76,-135.97,
RED,130228,,317,-0.99,0.19,105.92,105.92,,,0.00,,-191.694,-152.420,-25.232,-34.98,2.80,50.56,-178.98,6.43,-30.05,,,,-42.36,-135.97,
RED,130402,,318,-0.97,0.21,105.92,105.92,,,0.00,,-191.694,-146.423,28.746,-50.20,-12.97,40.79,-178.97,6.43,-30.05,,,,-65.13,-135.97,
RED,130575,,319,-0.96,0.19,105.92,105.92,,,0.00,,-158.708,-149.422,-25.232,-35.03,-40.56,28.30,-178.99,6.43,-30.06,,,,-77.62,-135.98,
RED,130749,2026-02-11T10:30:50Z,320,-0.97,0.18,105.92,105.92,28.867693,-13.833243,0.00,,-179.699,-146.423,22.748,96.39,-38.78,-84.69,-178.99,6.42,-30.06,,,,169.39,-135.98,
RED,130928,,321,-0.97,0.19,105.92,105.92,,,0.00,,-188.695,-152.420,-22.233,108.98,-12.92,-92.95,-178.98,6.42,-30.06,,,,161.13,-135.98,
RED,131097,,322,-0.99,0.20,105.91,105.91,,,0.00,,-176.700,-110.438,40.741,122.84,22.41,-90.58,-178.97,6.42,-30.05,,,,159.61,-135.96,
RED,131271,,323,-1.00,0.18,105.91,105.91,,,0.00,,-185.697,-137.427,43.740,138.70,30.84,-80.36,-178.96,6.42,-30.05,,,,173.73,-135.96,
RED,131443,,324,-0.99,0.16,105.91,105.91,,,0.00,,-164.705,-149.422,25.747,178.69,14.11,-45.85,-178.95,6.41,-30.03,,,,-158.47,-135.94,
RED,131628,2026-02-11T10:30:51Z,325,-0.97,0.18,105.90,105.90,28.867693,-13.833243,0.00,,-179.699,-137.427,25.747,-175.11,-1.07,-42.85,-178.95,6.41,-30.00,,,,-148.75,-135.92,
RED,131799,,326,-0.99,0.18,105.89,105.89,,,0.00,,-149.711,-143.424,-4.241,-173.73,-51.70,-36.39,-178.94,6.41,-29.99,,,,-148.59,-135.88,
RED,131975,,327,-0.98,0.21,105.89,105.89,,,0.00,,-170.703,-119.434,16.751,41.35,-69.89,103.77,-178.95,6.40,-29.94,,,,-2.12,-135.86,
RED,132146,,328,-1.00,0.21,105.89,105.89,,,0.00,,-161.706,-131.429,100.717,24.22,-48.77,117.87,-178.95,6.40,-29.94,,,,11.98,-135.83,
RED,132316,,329,-0.98,0.23,105.89,105.89,,,0.00,,-152.710,-155.419,-10.238,13.83,-10.95,113.34,-178.95,6.40,-29.94,,,,7.45,-135.83,
RED,132492,,330,-0.98,0.26,105.88,105.88,,,0.00,,-158.708,-143.424,13.752,4.40,3.78,101.76,-178.94,6.40,-29.93,,,,-4.12,-135.81,
RED,132681,2026-02-11T10:30:52Z,331,-0.96,0.26,105.88,105.88,28.867693,-13.833243,0.00,,-149.711,-113.436,25.747,-34.49,4.03,56.87,-178.94,6.40,-29.91,,,,-49.01,-135.79,
RED,132856,,332,-0.97,0.25,105.88,105.88,,,0.00,,-155.709,-155.419,7.755,-42.80,-5.60,50.33,-178.94,6.40,-29.91,,,,-55.55,-135.79,
RED,133025,,333,-0.99,0.23,105.88,105.88,,,0.00,,-182.698,-131.429,19.750,-43.84,-32.88,45.04,-178.94,6.41,-29.91,,,,-59.70,-135.79,
RED,133200,,334,-1.00,0.21,105.88,105.88,,,0.00,,-179.699,-155.419,31.745,51.50,-76.25,-40.21,-178.93,6.41,-29.91,,,,-146.09,-135.79,
RED,133369,,335,-1.02,0.21,105.88,105.88,,,0.00,,-152.710,-149.422,31.745,129.95,-32.39,-107.58,-178.94,6.40,-29.91,,,,154.99,-135.79,
RED,133545,,336,-1.00,0.17,105.88,105.88,,,0.00,,-155.709,-116.435,22.748,134.13,-8.51,-105.04,-178.94,6.40,-29.92,,,,149.08,-135.80,
RED,133723,2026-02-11T10:30:53Z,337,-0.98,0.18,105.86,105.86,28.867693,-13.833243,0.00,,-152.710,-143.424,25.747,166.33,20.15,-82.09,-178.95,6.41,-29.93,,,,154.06,-135.79,
RED,133904,,338,-0.95,0.17,105.86,105.86,,,0.00,,-161.706,-131.429,16.751,169.04,15.41,-75.04,-178.95,6.41,-29.94,,,,179.10,-135.80,
RED,134074,,339,-0.98,0.16,105.85,105.85,,,0.00,,-155.709,-158.418,4.756,172.61,8.41,-72.98,-178.96,6.41,-29.94,,,,178.59,-135.79,
RED,134249,,340,-1.01,0.18,105.85,105.85,,,0.00,,-176.700,-116.435,37.742,175.64,3.42,-76.91,-178.95,6.41,-29.95,,,,177.24,-135.80,
RED,134426,,341,-0.97,0.20,105.85,105.85,,,0.00,,-155.709,-143.424,37.742,176.02,-2.90,-78.05,-178.96,6.42,-29.95,,,,176.10,-135.80,
RED,134603,2026-02-11T10:30:54Z,342,-0.98,0.17,105.83,105.83,28.867693,-13.833243,0.00,,-176.700,-116.435,67.730,178.70,1.04,-75.73,-178.96,6.43,-29.95,,,,178.44,-135.78,
RED,134780,,343,-0.98,0.20,105.82,105.82,,,0.00,,-176.700,-155.419,31.745,178.80,1.01,-77.80,-178.96,6.43,-29.95,,,,176.38,-135.77,
RED,134950,,344,-0.99,0.18,105.81,105.81,,,0.00,,-191.694,-128.430,49.737,176.02,0.09,-75.82,-178.95,6.43,-29.95,,,,178.37,-135.76,
RED,135126,,345,-0.98,0.19,105.81,105.81,,,0.00,,-170.703,-122.433,46.739,175.48,0.08,-75.57,-178.97,6.43,-29.95,,,,178.62,-135.76,
RED,135294,,346,-0.98,0.17,105.80,105.80,,,0.00,,-140.715,-104.440,28.746,175.86,-0.77,-86.72,-178.97,6.43,-29.94,,,,178.89,-135.74,
RED,135471,,347,-0.95,0.18,105.80,105.80,,,0.00,,-158.708,-119.434,28.746,175.95,-0.71,-85.36,-178.97,6.43,-29.94,,,,168.84,-135.74,
RED,135651,2026-02-11T10:30:55Z,348,-0.97,0.17,105.79,105.79,28.867693,-13.833243,0.00,,-155.709,-140.425,16.751,176.05,-0.19,-73.15,-178.97,6.43,-29.92,,,,-178.94,-135.71,
RED,135829,,349,-0.95,0.21,105.79,105.79,,,0.00,,-191.694,-134.428,19.750,176.38,-0.14,-72.62,-178.97,6.44,-29.92,,,,-178.94,-135.71,
RED,135999,,350,-0.96,0.20,105.78,105.78,,,0.00,,-152.710,-149.422,13.752,176.11,-0.27,-74.75,-178.95,6.44,-29.91,,,,-179.10,-135.69,
RED,136180,,351,-1.00,0.15,105.78,105.78,,,0.00,,-170.703,-104.440,34.744,176.33,0.41,-71.72,-178.95,6.44,-29.88,,,,-177.50,-135.67,
RED,136349,,352,-1.00,0.16,105.78,105.78,,,0.00,,-194.693,-143.424,7.755,176.63,0.34,-71.00,-178.96,6.44,-29.87,,,,-176.78,-135.65,
RED,136520,,353,-0.97,0.16,105.78,105.78,,,0.00,,-173.701,-116.435,58.734,177.19,0.34,-69.69,-178.96,6.45,-29.87,,,,-175.47,-135.65,
RED,136699,2026-02-11T10:30:56Z,354,-0.94,0.18,105.77,105.77,28.867693,-13.833243,0.00,,-158.708,-152.420,-1.242,177.35,0.35,-69.37,-178.96,6.44,-29.85,,,,-175.14,-135.62,
RED,136869,,355,-0.94,0.18,105.77,105.77,,,0.00,,-146.712,-119.434,37.742,177.61,0.37,-68.91,-178.97,6.43,-29.84,,,,-174.68,-135.61,
RED,137042,,356,-0.94,0.15,105.77,105.77,,,0.00,,-170.703,-152.420,28.746,177.92,0.39,-68.37,-178.97,6.43,-29.83,,,,-174.14,-135.61,
RED,137211,,357,-0.96,0.17,105.77,105.77,,,0.00,,-146.712,-128.430,49.737,178.17,0.40,-67.91,-178.96,6.43,-29.83,,,,-173.91,-135.60,
RED,137387,,358,-0.96,0.20,105.76,105.76,,,0.00,,-170.703,-134.428,40.741,178.27,0.40,-67.72,-178.97,6.44,-29.81,,,,-173.48,-135.58,
RED,137558,,359,-0.96,0.22,105.75,105.75,,,0.00,,-170.703,-122.433,22.748,178.59,0.41,-67.15,-178.97,6.44,-29.81,,,,-173.28,-135.56,
RED,137744,2026-02-11T10:30:57Z,360,-0.96,0.23,105.75,105.75,28.867693,-13.833243,0.00,,-152.710,-110.438,67.730,178.66,0.41,-67.00,-178.97,6.44,-29.81,,,,-172.75,-135.56,
RED,137922,,361,-0.98,0.22,105.75,105.75,,,0.00,,-158.708,-116.435,1.757,178.85,0.41,-66.66,-178.97,6.44,-29.82,,,,-172.58,-135.57,
RED,138091,,362,-0.99,0.21,105.75,105.75,,,0.00,,-152.710,-74.452,34.744,178.94,0.41,-66.49,-178.99,6.43,-29.84,,,,-172.24,-135.59,
RED,138261,,363,-1.00,0.21,105.75,105.75,,,0.00,,-170.703,-125.431,7.755,179.10,0.41,-66.18,-179.00,6.43,-29.84,,,,-171.93,-135.59,
RED,138431,,364,-1.00,0.20,105.75,105.75,,,0.00,,-179.699,-134.428,58.734,179.24,0.41,-65.90,-179.00,6.43,-29.85,,,,-171.65,-135.60,
RED,138608,2026-02-11T10:30:58Z,365,-0.99,0.23,105.74,105.74,28.867693,-13.833243,0.00,,-197.692,-134.428,64.731,179.31,0.41,-65.77,-179.00,6.43,-29.87,,,,-171.51,-135.61,
RED,138780,,366,-0.98,0.22,105.74,105.74,,,0.00,,-149.711,-134.428,31.745,179.49,0.40,-65.42,-179.00,6.43,-29.87,,,,-171.37,-135.61,
RED,138949,,367,-0.98,0.22,105.74,105.74,,,0.00,,-158.708,-128.430,1.757,179.54,0.40,-65.33,-179.00,6.43,-29.88,,,,-171.07,-135.61,
RED,139120,,368,-0.97,0.18,105.74,105.74,,,0.00,,-152.710,-140.425,19.750,179.64,0.40,-65.10,-179.00,6.43,-29.88,,,,-170.96,-135.62,
RED,139291,,369,-0.95,0.17,105.74,105.74,,,0.00,,-152.710,-146.423,49.737,179.69,0.40,-64.99,-178.99,6.44,-29.87,,,,-170.73,-135.61,
RED,139461,,370,-0.95,0.16,105.74,105.74,,,0.00,,-203.689,-134.428,31.745,179.76,0.40,-64.84,-178.99,6.44,-29.87,,,,-170.58,-135.61,
RED,139647,2026-02-11T10:30:59Z,371,-0.95,0.17,105.74,105.74,28.867693,-13.833243,0.00,,-161.706,-158.418,43.740,-179.86,0.39,-63.82,-178.98,6.44,-29.85,,,,-170.39,-135.60,
RED,144428,2026-02-11T10:31:00Z,372,-1.00,0.21,105.75,105.75,28.867693,-13.833246,0.00,,-161.706,-119.434,22.748,-179.37,0.37,-62.62,173.91,0.85,-22.97,,,,-168.37,-128.72,
RED,144613,2026-02-11T10:31:04Z,373,-0.98,0.25,105.73,105.73,28.867693,-13.833246,0.00,,-164.705,-86.447,49.737,-179.36,0.36,-62.60,173.23,-0.73,-15.06,,,,-168.33,-120.79,
RED,144790,,374,-0.99,0.20,105.73,105.73,,,0.00,,-176.700,-119.434,76.727,-179.35,0.36,-62.58,171.99,0.36,-11.81,,,,-168.31,-117.54,
RED,144961,,375,-0.95,0.17,105.73,105.73,,,0.00,,-176.700,-143.424,16.751,-179.34,0.37,-62.57,176.57,-7.79,1.19,,,,-168.30,-111.91,
RED,145137,,376,-0.97,0.17,105.73,105.73,,,0.00,,-155.709,-119.434,-13.237,-179.34,0.36,-62.57,173.33,-2.17,5.10,,,,-168.30,-100.63,
RED,145310,,377,-1.00,0.18,105.73,105.73,,,0.00,,-182.698,-146.423,1.757,-179.33,0.36,-62.56,170.09,0.53,13.73,,,,-168.29,-97.80,
RED,145482,,378,-1.03,0.20,105.73,105.73,,,0.00,,-170.703,-155.419,31.745,-179.32,0.36,-62.56,179.22,-5.05,17.67,,,,-168.29,-88.06,
RED,145657,2026-02-11T10:31:05Z,379,-1.00,0.19,105.73,105.73,28.867693,-13.833246,0.00,,-161.706,-152.420,34.744,-179.32,0.36,-62.56,-153.27,-44.89,20.92,,,,-168.29,-83.94,
RED,146823,,380,-0.98,0.20,105.73,105.73,,,0.00,,-158.708,-125.431,16.751,-179.29,0.35,-62.58,-29.58,-47.03,74.34,,,,-168.31,-31.39,
RED,147007,2026-02-11T10:31:06Z,381,-1.00,0.19,105.73,105.73,28.867693,-13.833246,0.00,,-194.693,-47.463,112.712,-179.28,0.35,-62.58,98.90,-23.55,-62.16,,,,-168.31,-97.47,
RED,149569,,382,-0.99,0.18,105.70,105.70,,,0.00,,-179.699,-143.424,13.752,-179.28,0.36,-62.68,147.68,40.06,-42.52,,,,-168.40,-148.22,
RED,149745,2026-02-11T10:31:09Z,383,-1.00,0.19,105.69,105.69,28.867693,-13.833246,0.00,,-176.700,-152.420,16.751,-179.28,0.36,-62.67,-167.53,31.43,-5.21,,,,-168.36,-128.42,
RED,149917,,384,-1.03,0.24,105.68,105.68,,,0.00,,-191.694,-137.427,22.748,-179.27,0.35,-62.66,-158.83,13.25,6.04,,,,-168.35,-99.64,
RED,150091,,385,-0.98,0.24,105.68,105.68,,,0.00,,-176.700,-128.430,10.753,-179.26,0.36,-62.65,-159.52,-41.14,12.36,,,,-168.33,-93.32,
RED,150264,,386,-1.00,0.23,105.68,105.68,,,0.00,,-146.712,-137.427,28.746,-179.27,0.36,-62.63,-29.17,-70.37,-130.82,,,,-168.31,123.50,
RED,150435,,387,-0.96,0.21,105.68,105.68,,,0.00,,-164.705,-149.422,-4.241,-179.28,0.36,-62.62,-13.99,-31.27,-164.98,,,,-168.30,89.34,
RED,150614,2026-02-11T10:31:10Z,388,-0.94,0.19,105.68,105.68,28.867693,-13.833246,0.00,,-161.706,-125.431,67.730,-179.27,0.36,-62.62,-19.20,26.41,151.09,,,,-168.30,45.41,
RED,150790,,389,-0.95,0.17,105.68,105.68,,,0.00,,-164.705,-143.424,52.736,-179.28,0.36,-62.67,89.12,-72.87,-49.43,,,,-168.31,22.90,
RED,152445,,390,-0.90,0.22,105.71,105.71,,,0.00,,-158.708,-143.424,22.748,-179.26,0.35,-62.81,-130.51,-67.26,-26.22,,,,-168.51,-131.93,
RED,153623,2026-02-11T10:31:12Z,391,-0.92,0.20,105.73,105.73,28.867693,-13.833243,0.00,,-155.709,-128.430,55.735,-179.26,0.35,-62.83,69.60,-34.17,-38.79,,,,-168.56,-144.52,
RED,156456,2026-02-11T10:31:13Z,392,-1.00,0.20,105.73,105.73,28.867693,-13.833243,0.00,,-143.714,-134.428,16.751,-179.26,0.37,-62.76,158.56,-14.05,-69.46,,,,-168.49,-179.32,
RED,156641,2026-02-11T10:31:16Z,393,-1.03,0.15,105.74,105.74,28.867687,-13.833243,0.00,,-179.699,-110.438,-4.241,-179.26,0.37,-62.70,-176.81,-4.00,-73.60,,,,-168.50,-176.05,
