unit_id,timestamp_ms,iso_time,seq,roll_deg,pitch_deg,yaw_deg,mag_hdg,lat,lon,sog_mps,heading_deg,mag_x,mag_y,mag_z,ble1_roll,ble1_pitch,ble1_yaw,ble2_roll,ble2_pitch,ble2_yaw,ble3_roll,ble3_pitch,ble3_yaw,rudder_angle,boom_angle,torso_angle
RED,531894,,1783,-1.40,-0.38,102.60,102.60,,,0.00,,-161.706,-167.414,22.748,179.79,-0.32,114.25,178.94,5.62,107.36,,,,11.65,4.76,
RED,532067,,1784,-1.42,-0.38,102.61,102.61,,,0.00,,-146.712,-116.435,31.745,179.79,-0.32,114.26,178.95,5.63,107.36,,,,11.65,4.75,
RED,532247,,1785,-1.44,-0.37,102.62,102.62,,,0.00,,-164.705,-143.424,28.746,179.80,-0.33,114.28,178.96,5.63,107.36,,,,11.66,4.74,
RED,532418,,1786,-1.45,-0.36,102.63,102.63,,,0.00,,-152.710,-137.427,10.753,179.78,-0.32,114.29,178.96,5.62,107.36,,,,11.66,4.73,
RED,532598,,1787,-1.46,-0.41,102.64,102.64,,,0.00,,-173.701,-146.423,19.750,179.79,-0.32,114.30,178.96,5.63,107.37,,,,11.66,4.72,
RED,532777,2026-02-11T10:37:32Z,1788,-1.45,-0.40,102.65,102.65,28.867697,-13.833220,0.00,,-167.704,-122.433,43.740,179.79,-0.33,114.31,178.96,5.62,107.36,,,,11.65,4.71,
RED,532959,,1789,-1.46,-0.39,102.65,102.65,,,0.00,,-155.709,-164.416,10.753,179.79,-0.32,114.32,178.96,5.63,107.37,,,,11.67,4.71,
RED,533130,,1790,-1.47,-0.40,102.65,102.65,,,0.00,,-137.716,-173.412,-4.241,179.78,-0.32,114.33,178.96,5.63,107.36,,,,11.68,4.71,
RED,533314,,1791,-1.46,-0.36,102.66,102.66,,,0.00,,-182.698,-140.425,43.740,179.78,-0.32,114.34,178.97,5.64,107.36,,,,11.68,4.70,
RED,533487,,1792,-1.44,-0.30,102.66,102.66,,,0.00,,-173.701,-149.422,-1.242,179.78,-0.32,114.34,178.97,5.65,107.37,,,,11.68,4.71,
RED,533667,2026-02-11T10:37:33Z,1793,-1.45,-0.32,102.67,102.67,28.867697,-13.833220,0.00,,-149.711,-143.424,37.742,179.79,-0.33,114.35,178.95,5.65,107.37,,,,11.68,4.69,
RED,533851,,1794,-1.46,-0.30,102.68,102.68,,,0.00,,-173.701,-167.414,28.746,179.78,-0.32,114.36,178.94,5.63,107.37,,,,11.68,4.69,
RED,534024,,1795,-1.42,-0.29,102.68,102.68,,,0.00,,-137.716,-131.429,64.731,179.79,-0.32,114.36,178.95,5.63,107.37,,,,11.68,4.69,
RED,534207,,1796,-1.45,-0.29,102.69,102.69,,,0.00,,-152.710,-137.427,49.737,179.78,-0.32,114.36,178.94,5.62,107.37,,,,11.67,4.68,
RED,534375,,1797,-1.44,-0.31,102.70,102.70,,,0.00,,-149.711,-122.433,-10.238,179.78,-0.32,114.36,178.95,5.63,107.37,,,,11.66,4.67,
RED,534549,,1798,-1.46,-0.35,102.70,102.70,,,0.00,,-179.699,-110.438,55.735,179.79,-0.31,114.37,178.96,5.62,107.38,,,,11.67,4.68,
RED,534731,2026-02-11T10:37:34Z,1799,-1.44,-0.33,102.70,102.70,28.867697,-13.833220,0.00,,-149.711,-137.427,10.753,179.79,-0.31,114.38,178.96,5.62,107.37,,,,11.68,4.67,
RED,534909,,1800,-1.45,-0.31,102.70,102.70,,,0.00,,-134.717,-104.440,31.745,179.79,-0.31,114.39,178.95,5.64,107.38,,,,11.69,4.68,
RED,535092,,1801,-1.43,-0.32,102.70,102.70,,,0.00,,-140.715,-146.423,-4.241,179.80,-0.31,114.41,178.95,5.65,107.38,,,,11.71,4.68,
RED,535262,,1802,-1.45,-0.28,102.69,102.69,,,0.00,,-158.708,-140.425,76.727,179.80,-0.30,114.43,178.96,5.65,107.38,,,,11.74,4.69,
RED,535438,,1803,-1.43,-0.32,102.68,102.68,,,0.00,,-164.705,-122.433,31.745,179.80,-0.30,114.44,178.96,5.64,107.38,,,,11.76,4.70,
RED,535614,2026-02-11T10:37:35Z,1804,-1.43,-0.31,102.68,102.68,28.867697,-13.833220,0.00,,-152.710,-155.419,22.748,179.80,-0.30,114.45,178.96,5.63,107.39,,,,11.77,4.70,
RED,535798,,1805,-1.43,-0.30,102.67,102.67,,,0.00,,-176.700,-122.433,34.744,179.81,-0.30,114.46,178.95,5.62,107.39,,,,11.79,4.72,
RED,535970,,1806,-1.43,-0.30,102.67,102.67,,,0.00,,-131.719,-149.422,22.748,179.81,-0.30,114.45,178.96,5.62,107.39,,,,11.78,4.71,
RED,536146,,1807,-1.42,-0.32,102.66,102.66,,,0.00,,-164.705,-95.444,31.745,179.81,-0.30,114.45,178.96,5.62,107.38,,,,11.79,4.72,
RED,536317,,1808,-1.41,-0.35,102.66,102.66,,,0.00,,-155.709,-161.417,-7.239,179.81,-0.30,114.45,178.95,5.62,107.39,,,,11.79,4.72,
RED,536491,,1809,-1.40,-0.33,102.66,102.66,,,0.00,,-155.709,-110.438,55.735,179.80,-0.31,114.43,178.95,5.62,107.39,,,,11.78,4.73,
RED,536670,2026-02-11T10:37:36Z,1810,-1.39,-0.33,102.65,102.65,28.867697,-13.833220,0.00,,-155.709,-161.417,19.750,179.80,-0.31,114.43,178.95,5.63,107.39,,,,11.78,4.74,
RED,536855,,1811,-1.40,-0.33,102.65,102.65,,,0.00,,-179.699,-122.433,43.740,179.80,-0.32,114.41,178.95,5.63,107.39,,,,11.77,4.74,
RED,537033,,1812,-1.42,-0.35,102.63,102.63,,,0.00,,-152.710,-149.422,16.751,179.80,-0.31,114.39,178.96,5.63,107.39,,,,11.76,4.76,
RED,537202,,1813,-1.41,-0.35,102.63,102.63,,,0.00,,-155.709,-113.436,43.740,179.80,-0.31,114.37,178.97,5.64,107.39,,,,11.74,4.76,
RED,537384,,1814,-1.46,-0.33,102.63,102.63,,,0.00,,-179.699,-110.438,40.741,179.79,-0.30,114.34,178.97,5.64,107.39,,,,11.71,4.76,
RED,537558,,1815,-1.45,-0.35,102.63,102.63,,,0.00,,-149.711,-125.431,40.741,179.80,-0.30,114.32,178.97,5.63,107.40,,,,11.69,4.77,
RED,537750,2026-02-11T10:37:37Z,1816,-1.42,-0.32,102.63,102.63,28.867697,-13.833220,0.00,,-173.701,-140.425,4.756,179.79,-0.30,114.29,178.98,5.63,107.40,,,,11.66,4.77,
RED,537923,,1817,-1.46,-0.33,102.65,102.65,,,0.00,,-164.705,-140.425,19.750,179.78,-0.30,114.28,178.97,5.64,107.40,,,,11.63,4.75,
RED,538104,,1818,-1.46,-0.32,102.65,102.65,,,0.00,,-161.706,-131.429,43.740,179.78,-0.30,114.26,178.97,5.64,107.40,,,,11.61,4.75,
RED,538277,,1819,-1.48,-0.31,102.65,102.65,,,0.00,,-152.710,-113.436,67.730,179.78,-0.30,114.25,178.97,5.64,107.41,,,,11.60,4.76,
RED,538446,,1820,-1.46,-0.30,102.65,102.65,,,0.00,,-143.714,-134.428,40.741,179.78,-0.30,114.26,178.98,5.64,107.41,,,,11.61,4.76,
RED,538634,2026-02-11T10:37:38Z,1821,-1.43,-0.29,102.65,102.65,28.867697,-13.833220,0.00,,-152.710,-122.433,31.745,179.77,-0.30,114.26,178.98,5.65,107.41,,,,11.61,4.76,
RED,538806,,1822,-1.44,-0.30,102.65,102.65,,,0.00,,-164.705,-155.419,-10.238,179.77,-0.30,114.29,178.98,5.65,107.41,,,,11.64,4.76,
RED,538994,,1823,-1.45,-0.32,102.65,102.65,,,0.00,,-161.706,-125.431,55.735,179.76,-0.30,114.29,178.98,5.66,107.41,,,,11.64,4.76,
RED,539167,,1824,-1.41,-0.35,102.65,102.65,,,0.00,,-173.701,-128.430,31.745,179.76,-0.29,114.31,178.99,5.67,107.41,,,,11.66,4.76,
RED,539345,,1825,-1.37,-0.36,102.65,102.65,,,0.00,,-182.698,-140.425,7.755,179.76,-0.29,114.32,178.99,5.69,107.41,,,,11.67,4.77,
RED,539516,,1826,-1.37,-0.35,102.65,102.65,,,0.00,,-179.699,-155.419,25.747,179.75,-0.30,114.35,178.99,5.69,107.41,,,,11.69,4.76,
RED,539705,2026-02-11T10:37:39Z,1827,-1.39,-0.37,102.66,102.66,28.867697,-13.833220,0.00,,-158.708,-110.438,16.751,179.75,-0.30,114.35,178.99,5.69,107.41,,,,11.69,4.75,
RED,539878,,1828,-1.42,-0.37,102.67,102.67,,,0.00,,-146.712,-155.419,13.752,179.76,-0.30,114.36,178.99,5.69,107.41,,,,11.69,4.74,
RED,540055,,1829,-1.42,-0.39,102.67,102.67,,,0.00,,-143.714,-119.434,28.746,179.76,-0.30,114.38,178.99,5.69,107.41,,,,11.71,4.74,
RED,540235,,1830,-1.42,-0.38,102.68,102.68,,,0.00,,-155.709,-158.418,4.756,179.76,-0.31,114.39,178.99,5.68,107.41,,,,11.71,4.73,
RED,540413,,1831,-1.39,-0.39,102.68,102.68,,,0.00,,-167.704,-140.425,40.741,179.77,-0.31,114.39,178.99,5.69,107.41,,,,11.71,4.73,
RED,540588,,1832,-1.40,-0.35,102.68,102.68,,,0.00,,-158.708,-113.436,55.735,179.79,-0.31,114.40,179.00,5.69,107.41,,,,11.71,4.73,
RED,540770,2026-02-11T10:37:40Z,1833,-1.43,-0.40,102.68,102.68,28.867697,-13.833220,0.00,,-158.708,-119.434,40.741,179.78,-0.31,114.40,178.99,5.69,107.41,,,,11.72,4.73,
RED,540956,,1834,-1.38,-0.36,102.68,102.68,,,0.00,,-173.701,-143.424,7.755,179.78,-0.31,114.40,179.00,5.69,107.41,,,,11.72,4.73,
RED,541126,,1835,-1.40,-0.38,102.67,102.67,,,0.00,,-167.704,-137.427,25.747,179.78,-0.31,114.39,179.00,5.69,107.40,,,,11.72,4.73,
RED,541298,,1836,-1.40,-0.34,102.66,102.66,,,0.00,,-155.709,-152.420,61.733,179.78,-0.31,114.38,179.00,5.69,107.40,,,,11.72,4.74,
RED,541470,,1837,-1.43,-0.32,102.66,102.66,,,0.00,,-152.710,-125.431,-1.242,179.78,-0.31,114.36,179.00,5.69,107.40,,,,11.70,4.74,
RED,541650,2026-02-11T10:37:41Z,1838,-1.42,-0.30,102.66,102.66,28.867697,-13.833220,0.00,,-164.705,-161.417,-4.241,179.77,-0.32,114.34,179.00,5.67,107.40,,,,11.69,4.74,
RED,541842,,1839,-1.44,-0.34,102.65,102.65,,,0.00,,-167.704,-143.424,-22.233,179.77,-0.32,114.32,179.00,5.67,107.40,,,,11.67,4.75,
RED,542014,,1840,-1.44,-0.34,102.65,102.65,,,0.00,,-173.701,-134.428,-1.242,179.77,-0.32,114.31,178.99,5.67,107.40,,,,11.66,4.75,
RED,542205,,1841,-1.44,-0.34,102.65,102.65,,,0.00,,-170.703,-104.440,13.752,179.77,-0.32,114.30,178.99,5.69,107.40,,,,11.65,4.75,
RED,542395,,1842,-1.45,-0.36,102.65,102.65,,,0.00,,-140.715,-131.429,61.733,179.77,-0.32,114.30,178.99,5.69,107.41,,,,11.65,4.76,
RED,542566,,1843,-1.43,-0.36,102.65,102.65,,,0.00,,-143.714,-167.414,10.753,179.76,-0.32,114.30,178.99,5.69,107.40,,,,11.65,4.75,
RED,542757,2026-02-11T10:37:42Z,1844,-1.48,-0.37,102.66,102.66,28.867697,-13.833220,0.00,,-173.701,-116.435,-1.242,179.76,-0.33,114.30,178.99,5.69,107.40,,,,11.64,4.74,
RED,542934,,1845,-1.45,-0.34,102.67,102.67,,,0.00,,-158.708,-119.434,67.730,179.75,-0.33,114.30,178.99,5.68,107.40,,,,11.63,4.73,
RED,543112,,1846,-1.45,-0.33,102.67,102.67,,,0.00,,-149.711,-152.420,16.751,179.75,-0.33,114.33,178.99,5.67,107.40,,,,11.65,4.73,
RED,543281,,1847,-1.42,-0.30,102.68,102.68,,,0.00,,-143.714,-125.431,46.739,179.76,-0.33,114.33,178.99,5.68,107.40,,,,11.65,4.72,
RED,543453,,1848,-1.44,-0.32,102.69,102.69,,,0.00,,-152.710,-146.423,25.747,179.77,-0.34,114.34,178.99,5.69,107.40,,,,11.65,4.71,
RED,543631,2026-02-11T10:37:43Z,1849,-1.43,-0.35,102.70,102.70,28.867697,-13.833220,0.00,,-149.711,-134.428,34.744,179.76,-0.34,114.34,178.99,5.69,107.40,,,,11.64,4.70,
RED,543816,,1850,-1.41,-0.34,102.72,102.72,,,0.00,,-149.711,-140.425,58.734,179.77,-0.34,114.34,178.99,5.69,107.40,,,,11.62,4.68,
RED,543995,,1851,-1.39,-0.32,102.73,102.73,,,0.00,,-161.706,-143.424,-4.241,179.76,-0.34,114.33,178.99,5.70,107.40,,,,11.60,4.67,
RED,544170,,1852,-1.42,-0.38,102.73,102.73,,,0.00,,-158.708,-113.436,31.745,179.76,-0.34,114.33,178.99,5.70,107.40,,,,11.60,4.67,
RED,544344,,1853,-1.43,-0.36,102.74,102.74,,,0.00,,-143.714,-167.414,37.742,179.76,-0.33,114.35,178.99,5.71,107.40,,,,11.61,4.66,
RED,544519,,1854,-1.44,-0.37,102.75,102.75,,,0.00,,-176.700,-140.425,40.741,179.76,-0.33,114.35,178.99,5.71,107.40,,,,11.60,4.65,
RED,544703,2026-02-11T10:37:44Z,1855,-1.45,-0.36,102.76,102.76,28.867697,-13.833220,0.00,,-149.711,-155.419,-7.239,179.77,-0.33,114.36,178.98,5.69,107.40,,,,11.60,4.64,
RED,544876,,1856,-1.40,-0.37,102.76,102.76,,,0.00,,-146.712,-146.423,-1.242,179.78,-0.33,114.38,178.98,5.69,107.40,,,,11.62,4.64,
RED,545061,,1857,-1.42,-0.36,102.77,102.77,,,0.00,,-155.709,-113.436,19.750,179.78,-0.33,114.38,178.98,5.69,107.40,,,,11.61,4.63,
RED,545233,,1858,-1.44,-0.31,102.77,102.77,,,0.00,,-155.709,-158.418,25.747,179.78,-0.34,114.38,178.99,5.68,107.40,,,,11.61,4.63,
RED,545409,,1859,-1.42,-0.28,102.78,102.78,,,0.00,,-167.704,-143.424,22.748,179.77,-0.33,114.35,178.98,5.68,107.40,,,,11.57,4.62,
RED,545579,,1860,-1.41,-0.29,102.78,102.78,,,0.00,,-146.712,-149.422,10.753,179.78,-0.33,114.34,178.98,5.67,107.40,,,,11.56,4.62,
RED,545769,2026-02-11T10:37:45Z,1861,-1.41,-0.31,102.77,102.77,28.867697,-13.833220,0.00,,-140.715,-104.440,40.741,179.78,-0.33,114.33,178.98,5.67,107.40,,,,11.56,4.63,
RED,545942,,1862,-1.40,-0.35,102.77,102.77,,,0.00,,-182.698,-149.422,19.750,179.78,-0.33,114.32,178.96,5.70,107.40,,,,11.55,4.63,
RED,546119,,1863,-1.42,-0.34,102.78,102.78,,,0.00,,-149.711,-125.431,55.735,179.77,-0.32,114.29,178.97,5.70,107.40,,,,11.52,4.62,
RED,546292,,1864,-1.43,-0.37,102.78,102.78,,,0.00,,-176.700,-149.422,1.757,179.78,-0.32,114.28,178.96,5.71,107.39,,,,11.50,4.62,
RED,546462,,1865,-1.43,-0.33,102.78,102.78,,,0.00,,-164.705,-125.431,28.746,179.78,-0.32,114.25,178.97,5.71,107.39,,,,11.49,4.61,
RED,546652,2026-02-11T10:37:46Z,1866,-1.45,-0.38,102.77,102.77,28.867697,-13.833220,0.00,,-143.714,-128.430,52.736,179.78,-0.32,114.24,178.96,5.71,107.40,,,,11.47,4.63,
RED,546826,,1867,-1.45,-0.37,102.77,102.77,,,0.00,,-155.709,-161.417,-1.242,179.78,-0.32,114.22,178.96,5.71,107.40,,,,11.45,4.63,
RED,547012,,1868,-1.43,-0.40,102.76,102.76,,,0.00,,-143.714,-113.436,46.739,179.79,-0.33,114.21,178.96,5.72,107.40,,,,11.45,4.64,
RED,547180,,1869,-1.43,-0.36,102.75,102.75,,,0.00,,-158.708,-137.427,19.750,179.78,-0.33,114.19,178.96,5.72,107.40,,,,11.45,4.65,
RED,547357,,1870,-1.39,-0.31,102.75,102.75,,,0.00,,-158.708,-140.425,22.748,179.78,-0.33,114.18,178.96,5.72,107.40,,,,11.43,4.65,
RED,547536,,1871,-1.39,-0.37,102.73,102.73,,,0.00,,-164.705,-140.425,37.742,179.79,-0.34,114.17,178.96,5.72,107.40,,,,11.44,4.67,
RED,547721,2026-02-11T10:37:47Z,1872,-1.38,-0.35,102.73,102.73,28.867697,-13.833220,0.00,,-128.720,-128.430,22.748,179.78,-0.33,114.16,178.94,5.71,107.40,,,,11.43,4.67,
RED,547899,,1873,-1.41,-0.37,102.72,102.72,,,0.00,,-146.712,-152.420,4.756,179.78,-0.34,114.15,178.94,5.71,107.40,,,,11.44,4.68,
RED,548070,,1874,-1.39,-0.35,102.71,102.71,,,0.00,,-176.700,-125.431,16.751,179.78,-0.33,114.15,178.94,5.70,107.40,,,,11.44,4.69,
RED,548249,,1875,-1.41,-0.35,102.70,102.70,,,0.00,,-170.703,-128.430,37.742,179.78,-0.34,114.15,178.95,5.69,107.40,,,,11.45,4.70,
RED,548419,,1876,-1.40,-0.34,102.68,102.68,,,0.00,,-179.699,-131.429,52.736,179.77,-0.33,114.15,178.94,5.69,107.40,,,,11.47,4.72,
RED,548600,,1877,-1.39,-0.36,102.67,102.67,,,0.00,,-173.701,-110.438,85.723,179.77,-0.33,114.15,178.95,5.69,107.40,,,,11.48,4.73,
RED,548777,2026-02-11T10:37:48Z,1878,-1.40,-0.33,102.66,102.66,28.867697,-13.833220,0.00,,-164.705,-134.428,22.748,179.78,-0.34,114.15,178.95,5.69,107.41,,,,11.49,4.75,
RED,548962,,1879,-1.41,-0.31,102.66,102.66,,,0.00,,-137.716,-134.428,46.739,179.77,-0.34,114.15,178.96,5.66,107.40,,,,11.49,4.74,
RED,549132,,1880,-1.41,-0.32,102.65,102.65,,,0.00,,-191.694,-155.419,-10.238,179.77,-0.32,114.15,178.96,5.66,107.41,,,,11.50,4.76,
RED,549315,,1881,-1.43,-0.31,102.63,102.63,,,0.00,,-164.705,-137.427,7.755,179.76,-0.33,114.15,178.95,5.67,107.40,,,,11.52,4.77,
RED,549485,,1882,-1.43,-0.30,102.63,102.63,,,0.00,,-164.705,-134.428,31.745,179.76,-0.33,114.15,178.96,5.69,107.40,,,,11.52,4.77,
RED,549669,2026-02-11T10:37:49Z,1883,-1.40,-0.31,102.62,102.62,28.867697,-13.833220,0.00,,-179.699,-143.424,37.742,179.77,-0.32,114.15,178.97,5.69,107.40,,,,11.53,4.78,
RED,549854,,1884,-1.43,-0.33,102.61,102.61,,,0.00,,-167.704,-95.444,73.728,179.78,-0.33,114.15,178.97,5.70,107.40,,,,11.54,4.79,
RED,550027,,1885,-1.45,-0.28,102.61,102.61,,,0.00,,-182.698,-92.445,1.757,179.78,-0.33,114.15,178.98,5.69,107.40,,,,11.54,4.79,
RED,550209,,1886,-1.48,-0.28,102.61,102.61,,,0.00,,-143.714,-113.436,55.735,179.78,-0.32,114.16,178.97,5.69,107.40,,,,11.55,4.79,
RED,550379,,1887,-1.45,-0.27,102.61,102.61,,,0.00,,-137.716,-140.425,-28.231,179.78,-0.32,114.16,178.98,5.68,107.40,,,,11.55,4.79,
RED,550554,,1888,-1.43,-0.28,102.62,102.62,,,0.00,,-164.705,-131.429,28.746,179.78,-0.33,114.17,178.98,5.68,107.40,,,,11.54,4.78,
RED,550730,2026-02-11T10:37:50Z,1889,-1.41,-0.31,102.62,102.62,28.867697,-13.833220,0.00,,-167.704,-152.420,-4.241,179.78,-0.33,114.17,178.97,5.67,107.40,,,,11.55,4.78,
RED,550910,,1890,-1.42,-0.33,102.63,102.63,,,0.00,,-170.703,-128.430,70.729,179.77,-0.32,114.18,178.97,5.66,107.40,,,,11.54,4.77,
RED,551098,,1891,-1.40,-0.32,102.65,102.65,,,0.00,,-167.704,-167.414,19.750,179.78,-0.33,114.18,178.97,5.64,107.41,,,,11.53,4.75,
RED,551266,,1892,-1.41,-0.37,102.67,102.67,,,0.00,,-146.712,-131.429,19.750,179.78,-0.32,114.19,178.97,5.65,107.41,,,,11.52,4.74,
RED,551440,,1893,-1.41,-0.35,102.68,102.68,,,0.00,,-140.715,-128.430,49.737,179.78,-0.32,114.20,178.97,5.66,107.41,,,,11.52,4.73,
RED,551619,2026-02-11T10:37:51Z,1894,-1.44,-0.36,102.70,102.70,28.867697,-13.833220,0.00,,-173.701,-128.430,46.739,179.77,-0.32,114.20,178.96,5.65,107.41,,,,11.50,4.71,
RED,551806,,1895,-1.47,-0.35,102.71,102.71,,,0.00,,-143.714,-128.430,34.744,179.77,-0.32,114.21,178.96,5.65,107.41,,,,11.50,4.70,
RED,551978,,1896,-1.48,-0.37,102.72,102.72,,,0.00,,-146.712,-146.423,16.751,179.78,-0.33,114.23,178.95,5.67,107.41,,,,11.49,4.69,
RED,552154,,1897,-1.46,-0.36,102.73,102.73,,,0.00,,-143.714,-125.431,19.750,179.78,-0.34,114.24,178.96,5.67,107.42,,,,11.51,4.68,
RED,552324,,1898,-1.44,-0.35,102.75,102.75,,,0.00,,-143.714,-146.423,10.753,179.78,-0.34,114.26,178.96,5.67,107.42,,,,11.50,4.67,
RED,552506,,1899,-1.40,-0.36,102.76,102.76,,,0.00,,-140.715,-125.431,49.737,179.78,-0.34,114.27,178.96,5.67,107.42,,,,11.51,4.66,
RED,552692,2026-02-11T10:37:52Z,1900,-1.41,-0.31,102.77,102.77,28.867697,-13.833220,0.00,,-176.700,-167.414,7.755,179.79,-0.34,114.29,178.96,5.67,107.42,,,,11.52,4.65,
RED,552871,,1901,-1.36,-0.31,102.78,102.78,,,0.00,,-158.708,-140.425,13.752,179.78,-0.34,114.29,178.97,5.67,107.43,,,,11.51,4.65,
RED,553054,,1902,-1.35,-0.31,102.79,102.79,,,0.00,,-179.699,-164.416,31.745,179.78,-0.34,114.29,178.97,5.67,107.44,,,,11.50,4.65,
RED,553225,,1903,-1.40,-0.34,102.80,102.80,,,0.00,,-182.698,-152.420,52.736,179.77,-0.34,114.28,178.98,5.67,107.44,,,,11.48,4.64,
RED,553394,,1904,-1.43,-0.33,102.81,102.81,,,0.00,,-161.706,-137.427,25.747,179.78,-0.34,114.27,178.98,5.69,107.43,,,,11.46,4.62,
RED,553566,,1905,-1.43,-0.31,102.81,102.81,,,0.00,,-161.706,-161.417,-1.242,179.77,-0.35,114.25,178.99,5.69,107.43,,,,11.45,4.62,
RED,553758,2026-02-11T10:37:53Z,1906,-1.44,-0.32,102.82,102.82,28.867697,-13.833220,0.00,,-143.714,-110.438,19.750,179.77,-0.35,114.24,178.98,5.70,107.43,,,,11.42,4.61,
RED,553931,,1907,-1.40,-0.35,102.82,102.82,,,0.00,,-176.700,-134.428,1.757,179.76,-0.36,114.20,178.98,5.70,107.42,,,,11.38,4.60,
RED,554111,,1908,-1.39,-0.36,102.84,102.84,,,0.00,,-167.704,-146.423,34.744,179.76,-0.36,114.19,178.99,5.71,107.42,,,,11.35,4.58,
RED,554286,,1909,-1.37,-0.35,102.84,102.84,,,0.00,,-149.711,-158.418,40.741,179.75,-0.35,114.17,178.98,5.70,107.43,,,,11.35,4.59,
RED,554456,,1910,-1.40,-0.37,102.84,102.84,,,0.00,,-164.705,-143.424,37.742,179.75,-0.35,114.16,178.99,5.70,107.42,,,,11.32,4.58,
RED,554645,2026-02-11T10:37:54Z,1911,-1.38,-0.38,102.85,102.85,28.867697,-13.833220,0.00,,-146.712,-134.428,19.750,179.75,-0.36,114.15,178.99,5.70,107.42,,,,11.31,4.57,
RED,554818,,1912,-1.41,-0.36,102.85,102.85,,,0.00,,-164.705,-131.429,52.736,179.74,-0.36,114.15,179.00,5.71,107.43,,,,11.30,4.57,
RED,554989,,1913,-1.43,-0.33,102.84,102.84,,,0.00,,-182.698,-152.420,19.750,179.75,-0.36,114.13,179.00,5.70,107.42,,,,11.29,4.58,
RED,555171,,1914,-1.43,-0.36,102.84,102.84,,,0.00,,-149.711,-125.431,4.756,179.75,-0.35,114.13,179.01,5.70,107.42,,,,11.29,4.58,
RED,555347,,1915,-1.41,-0.36,102.82,102.82,,,0.00,,-152.710,-116.435,73.728,179.75,-0.36,114.12,179.00,5.70,107.41,,,,11.30,4.59,
RED,555516,,1916,-1.44,-0.35,102.81,102.81,,,0.00,,-170.703,-152.420,22.748,179.74,-0.36,114.12,179.00,5.69,107.41,,,,11.31,4.60,
RED,555705,2026-02-11T10:37:55Z,1917,-1.46,-0.30,102.80,102.80,28.867697,-13.833220,0.00,,-146.712,-116.435,67.730,179.75,-0.35,114.09,179.01,5.70,107.42,,,,11.31,4.62,
RED,555879,,1918,-1.44,-0.31,102.79,102.79,,,0.00,,-179.699,-137.427,52.736,179.75,-0.34,114.09,179.00,5.70,107.41,,,,11.30,4.62,
RED,556054,,1919,-1.44,-0.33,102.78,102.78,,,0.00,,-176.700,-140.425,10.753,179.74,-0.33,114.09,178.98,5.72,107.42,,,,11.31,4.64,
RED,556236,,1920,-1.43,-0.34,102.77,102.77,,,0.00,,-152.710,-149.422,40.741,179.74,-0.33,114.08,178.98,5.72,107.42,,,,11.31,4.65,
RED,556413,,1921,-1.42,-0.36,102.76,102.76,,,0.00,,-158.708,-134.428,25.747,179.73,-0.34,114.08,178.98,5.72,107.42,,,,11.32,4.66,
RED,556597,2026-02-11T10:37:56Z,1922,-1.43,-0.34,102.75,102.75,28.867697,-13.833220,0.00,,-140.715,-134.428,7.755,179.74,-0.34,114.08,178.97,5.71,107.43,,,,11.33,4.67,
RED,556771,,1923,-1.44,-0.35,102.73,102.73,,,0.00,,-152.710,-155.419,16.751,179.74,-0.33,114.07,178.97,5.71,107.43,,,,11.34,4.70,
RED,556956,,1924,-1.44,-0.35,102.72,102.72,,,0.00,,-149.711,-122.433,40.741,179.74,-0.33,114.06,178.98,5.70,107.42,,,,11.34,4.70,
RED,557125,,1925,-1.44,-0.34,102.71,102.71,,,0.00,,-143.714,-137.427,34.744,179.74,-0.32,114.06,178.98,5.70,107.43,,,,11.35,4.72,
RED,557298,,1926,-1.45,-0.32,102.69,102.69,,,0.00,,-152.710,-128.430,16.751,179.76,-0.33,114.04,178.96,5.69,107.42,,,,11.35,4.73,
RED,557469,,1927,-1.43,-0.33,102.68,102.68,,,0.00,,-176.700,-146.423,70.729,179.76,-0.32,114.04,178.95,5.69,107.42,,,,11.36,4.74,
RED,557652,2026-02-11T10:37:57Z,1928,-1.45,-0.33,102.66,102.66,28.867697,-13.833220,0.00,,-131.719,-131.429,28.746,179.76,-0.33,114.04,178.94,5.68,107.41,,,,11.38,4.75,
RED,557838,,1929,-1.45,-0.33,102.65,102.65,,,0.00,,-164.705,-152.420,43.740,179.75,-0.33,114.04,178.94,5.67,107.41,,,,11.39,4.76,
RED,558009,,1930,-1.44,-0.30,102.63,102.63,,,0.00,,-176.700,-125.431,52.736,179.76,-0.32,114.06,178.95,5.66,107.41,,,,11.43,4.78,
RED,558201,,1931,-1.47,-0.31,102.63,102.63,,,0.00,,-170.703,-128.430,49.737,179.77,-0.32,114.07,178.94,5.66,107.41,,,,11.44,4.78,
RED,558371,,1932,-1.45,-0.31,102.62,102.62,,,0.00,,-167.704,-152.420,-4.241,179.76,-0.32,114.08,178.94,5.65,107.41,,,,11.46,4.79,
RED,558549,,1933,-1.44,-0.35,102.62,102.62,,,0.00,,-155.709,-137.427,52.736,179.76,-0.32,114.08,178.95,5.66,107.42,,,,11.46,4.80,
RED,558730,2026-02-11T10:37:58Z,1934,-1.42,-0.35,102.62,102.62,28.867697,-13.833220,0.00,,-158.708,-173.412,7.755,179.77,-0.32,114.08,178.96,5.65,107.42,,,,11.46,4.80,
RED,558909,,1935,-1.42,-0.35,102.62,102.62,,,0.00,,-164.705,-152.420,31.745,179.77,-0.32,114.08,178.96,5.66,107.42,,,,11.46,4.80,
