segment_id,segment_name,athlete_id,athlete_name,time_s,abs_ts_s,iso_time,rudder_angle_deg,boom_angle_deg
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,0.075,1770994185.733,2026-02-13T14:49:45.732Z,-1.288874,14.791138
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,4.409,1770994190.067,2026-02-13T14:49:50.066Z,-1.729238,16.723073
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,4.508,1770994190.166,2026-02-13T14:49:50.165Z,-2.306037,15.346455
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,4.608,1770994190.266,2026-02-13T14:49:50.265Z,-2.023694,17.002379
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,4.708,1770994190.366,2026-02-13T14:49:50.365Z,-0.369580,18.496373
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,4.842,1770994190.499,2026-02-13T14:49:50.499Z,4.923631,19.572049
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,4.942,1770994190.599,2026-02-13T14:49:50.599Z,9.148895,20.346536
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,5.042,1770994190.699,2026-02-13T14:49:50.699Z,10.097727,20.904167
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,5.109,1770994190.766,2026-02-13T14:49:50.766Z,9.832435,21.305661
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,5.209,1770994190.866,2026-02-13T14:49:50.866Z,8.337991,21.404475
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,5.376,1770994191.033,2026-02-13T14:49:51.033Z,3.715052,20.310419
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,5.409,1770994191.067,2026-02-13T14:49:51.066Z,2.626038,18.362452
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,5.575,1770994191.232,2026-02-13T14:49:51.232Z,2.878474,16.928453
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,5.608,1770994191.266,2026-02-13T14:49:51.265Z,3.186239,15.887002
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,5.775,1770994191.433,2026-02-13T14:49:51.432Z,3.382420,15.146129
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,5.842,1770994191.499,2026-02-13T14:49:51.499Z,3.264119,14.644163
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,5.975,1770994191.633,2026-02-13T14:49:51.632Z,2.084918,14.508607
bdce477f-fb27-4d26-ac74-7e654a949406,Tack 3,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,6.042,1770994191.699,2026-02-13T14:49:51.699Z,2.296209,17.112116
