segment_id,segment_name,athlete_id,athlete_name,time_s,abs_ts_s,iso_time,rudder_angle_deg,boom_angle_deg
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,14.095,1770994005.434,2026-02-13T14:46:45.433Z,-5.271172,-10.546994
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,14.128,1770994005.467,2026-02-13T14:46:45.467Z,-3.953984,-11.031560
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,14.195,1770994005.534,2026-02-13T14:46:45.533Z,-2.938692,-11.569564
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,14.328,1770994005.667,2026-02-13T14:46:45.667Z,-0.448475,-11.956927
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,14.428,1770994005.767,2026-02-13T14:46:45.767Z,1.214779,-12.046712
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,14.529,1770994005.868,2026-02-13T14:46:45.867Z,1.515277,-12.033052
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,14.595,1770994005.934,2026-02-13T14:46:45.933Z,1.655382,-11.641677
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,14.694,1770994006.033,2026-02-13T14:46:46.033Z,2.067373,-11.148016
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,14.795,1770994006.133,2026-02-13T14:46:46.133Z,2.319926,-10.792580
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,14.895,1770994006.234,2026-02-13T14:46:46.233Z,1.733252,-10.536666
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,14.995,1770994006.334,2026-02-13T14:46:46.333Z,-1.317625,-10.368207
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,15.095,1770994006.434,2026-02-13T14:46:46.433Z,-2.714656,-10.246917
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,15.195,1770994006.534,2026-02-13T14:46:46.533Z,-4.825197,-10.475400
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,15.328,1770994006.667,2026-02-13T14:46:46.667Z,-7.388086,-10.716436
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,15.395,1770994006.734,2026-02-13T14:46:46.734Z,-7.098545,-10.955709
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,15.529,1770994006.868,2026-02-13T14:46:46.867Z,-1.624093,-11.233601
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,15.595,1770994006.934,2026-02-13T14:46:46.933Z,0.656405,-11.433684
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,15.728,1770994007.067,2026-02-13T14:46:47.066Z,2.092056,-11.577743
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,15.795,1770994007.133,2026-02-13T14:46:47.133Z,2.305018,-11.719516
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,15.928,1770994007.267,2026-02-13T14:46:47.266Z,1.978714,-11.821593
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,15.995,1770994007.334,2026-02-13T14:46:47.333Z,1.750178,-11.794933
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,16.128,1770994007.467,2026-02-13T14:46:47.467Z,2.991052,-11.766373
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,16.195,1770994007.534,2026-02-13T14:46:47.533Z,2.447046,-11.402304
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,16.295,1770994007.634,2026-02-13T14:46:47.633Z,2.880410,-11.140174
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,16.395,1770994007.734,2026-02-13T14:46:47.734Z,2.700613,-10.949466
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,16.495,1770994007.834,2026-02-13T14:46:47.834Z,2.075620,-10.812157
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,16.595,1770994007.934,2026-02-13T14:46:47.933Z,-1.554843,-10.738510
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,16.694,1770994008.033,2026-02-13T14:46:48.033Z,-7.438882,-10.685485
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,16.795,1770994008.133,2026-02-13T14:46:48.133Z,-10.991205,-10.647306
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,16.895,1770994008.234,2026-02-13T14:46:48.233Z,-11.516572,-10.694706
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,16.995,1770994008.334,2026-02-13T14:46:48.333Z,-9.804358,-11.001254
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,17.095,1770994008.434,2026-02-13T14:46:48.433Z,-5.891789,-11.379349
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,17.228,1770994008.567,2026-02-13T14:46:48.567Z,1.084756,-11.888314
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,17.295,1770994008.634,2026-02-13T14:46:48.633Z,1.992999,-12.254769
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,17.428,1770994008.767,2026-02-13T14:46:48.767Z,1.645276,-12.465912
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,17.495,1770994008.834,2026-02-13T14:46:48.834Z,-0.146661,-12.670640
4869266c-290b-4579-95c3-60ed749f4a2f,Tack 2,d953b4e3-437d-43d2-8315-90dcd248bbaf,Line,17.661,1770994009.000,2026-02-13T14:46:49.000Z,-4.690377,-12.806354
