segment_id,segment_name,athlete_id,athlete_name,time_s,abs_ts_s,iso_time,rudder_angle_deg,boom_angle_deg
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,0.083,1770993830.800,2026-02-13T14:43:50.799Z,3.625980,11.383423
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,1.549,1770993832.266,2026-02-13T14:43:52.266Z,-9.051657,11.897631
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,1.783,1770993832.500,2026-02-13T14:43:52.499Z,-18.501719,12.267860
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,1.949,1770993832.667,2026-02-13T14:43:52.666Z,-24.970554,12.637059
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,2.049,1770993832.766,2026-02-13T14:43:52.766Z,-27.277415,13.005514
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,2.282,1770993832.999,2026-02-13T14:43:52.999Z,-29.601795,15.311603
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,2.482,1770993833.199,2026-02-13T14:43:53.199Z,-27.831236,16.971988
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,2.782,1770993833.500,2026-02-13T14:43:53.499Z,-21.583443,22.942768
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,2.816,1770993833.533,2026-02-13T14:43:53.532Z,-11.599534,23.771646
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,2.883,1770993833.600,2026-02-13T14:43:53.599Z,-18.441309,24.368438
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,3.049,1770993833.767,2026-02-13T14:43:53.766Z,-14.346707,24.798128
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,3.182,1770993833.899,2026-02-13T14:43:53.899Z,-10.442620,25.107505
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,3.249,1770993833.966,2026-02-13T14:43:53.965Z,-9.014695,25.323104
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,3.582,1770993834.299,2026-02-13T14:43:54.299Z,-5.056683,19.194024
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,3.616,1770993834.333,2026-02-13T14:43:54.332Z,-4.755872,14.171030
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,3.682,1770993834.400,2026-02-13T14:43:54.399Z,-4.519451,10.554475
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,3.716,1770993834.433,2026-02-13T14:43:54.432Z,-4.460880,7.950555
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,3.849,1770993834.566,2026-02-13T14:43:54.566Z,-4.227815,2.822083
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,3.883,1770993834.600,2026-02-13T14:43:54.599Z,-4.186070,-0.870417
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,3.949,1770993834.667,2026-02-13T14:43:54.666Z,-4.293013,-2.651779
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,3.983,1770993834.700,2026-02-13T14:43:54.699Z,-4.101187,-3.934359
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,4.115,1770993834.833,2026-02-13T14:43:54.832Z,-3.979962,-5.349927
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,4.182,1770993834.899,2026-02-13T14:43:54.899Z,-4.125620,-5.877026
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,4.215,1770993834.932,2026-02-13T14:43:54.932Z,-4.046854,-6.256537
87163a1f-a51c-4224-85f6-17f686d44865,tack,06f71b84-7586-420a-bbc5-74cf50db03fa,Line,4.482,1770993835.199,2026-02-13T14:43:55.199Z,-9.424654,-7.021895
